,vendorid,pickup_datetime,dropoff_datetime,Store_and_fwd_flag,rate_code,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Improvement_surcharge,Total_amount,Payment_type,Trip_type
15632061,2,03/04/2015 08:37:12 PM,03/04/2015 08:38:49 PM,N,1,-73.94799041748048,40.809303283691406,-73.94346618652342,40.810352325439446,1,0.34,3.5,0.5,0.5,0.0,0.0,,0.3,4.8,2,1.0
6102440,2,01/20/2015 04:55:25 PM,01/20/2015 05:27:53 PM,N,1,-73.94505310058594,40.8286361694336,-73.9674530029297,40.76374053955078,1,5.79,24.5,1.0,0.5,4.0,0.0,,0.3,30.3,1,1.0
14108990,2,07/22/2015 08:21:37 PM,07/22/2015 08:33:34 PM,N,1,-74.00335693359375,40.65171051025391,-74.02601623535155,40.635906219482415,1,2.26,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,1,1.0
18917940,2,11/24/2015 07:51:39 PM,11/24/2015 08:13:09 PM,N,1,-73.80708312988281,40.69921112060546,-73.73786926269531,40.65114212036133,1,7.17,22.5,1.0,0.5,0.0,0.0,,0.3,24.3,2,1.0
1677881,2,02/08/2015 03:35:28 PM,02/08/2015 04:01:57 PM,N,1,-73.91465759277344,40.76566696166992,-73.99639892578125,40.75581741333008,1,6.06,22.0,0.0,0.5,0.03,0.0,,0.3,22.83,1,1.0
16764685,2,03/29/2015 02:20:37 AM,03/29/2015 02:29:01 AM,N,1,-73.95108795166014,40.72428131103516,-73.9746551513672,40.69718170166016,1,2.96,11.0,0.5,0.5,2.46,0.0,,0.3,14.76,1,1.0
10212311,1,01/01/2015 08:41:33 PM,01/01/2015 08:54:11 PM,N,1,-73.95613861083984,40.71378326416016,-73.96190643310547,40.6733627319336,2,3.3,12.5,0.5,0.5,4.1,0.0,,0.3,17.9,1,1.0
6839451,2,07/31/2015 09:44:43 AM,07/31/2015 09:51:03 AM,N,1,-73.9988784790039,40.6765251159668,-74.01033782958984,40.67211532592773,1,0.96,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1,1.0
10422752,2,12/03/2015 04:40:24 PM,12/03/2015 04:55:11 PM,N,1,-73.94297027587889,40.84067535400391,-73.9743881225586,40.79108810424805,1,4.78,16.5,1.0,0.5,4.0,0.0,,0.3,22.3,1,1.0
3017965,1,03/11/2015 02:22:13 PM,03/11/2015 02:29:07 PM,N,1,-73.95420074462889,40.806095123291016,-73.96500396728516,40.80568313598633,1,1.0,6.5,0.0,0.5,1.45,0.0,,0.3,8.75,1,1.0
12054723,2,06/19/2015 05:01:30 PM,06/19/2015 05:04:31 PM,N,1,-73.95455932617188,40.73374176025391,-73.95269012451173,40.74259567260742,1,0.86,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,1,1.0
2030946,2,11/28/2015 10:51:19 PM,11/28/2015 10:55:51 PM,N,1,-73.96451568603516,40.71233749389648,-73.9573516845703,40.72226333618164,1,0.83,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1.0
5897483,2,08/25/2015 02:16:19 PM,08/25/2015 02:22:59 PM,N,1,-73.8853988647461,40.74574279785156,-73.89271545410156,40.74919509887695,1,0.87,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
17520039,2,09/30/2015 11:02:55 PM,09/30/2015 11:15:33 PM,N,1,-73.91596984863281,40.757606506347656,-73.86065673828125,40.73550415039063,2,6.5,19.0,0.5,0.5,0.0,0.0,,0.3,20.3,2,1.0
2410808,2,06/20/2015 07:33:52 PM,06/20/2015 07:46:57 PM,N,1,-73.95547485351561,40.80452728271485,-73.943603515625,40.81355667114258,1,1.45,10.0,0.0,0.5,2.16,0.0,,0.3,12.96,1,1.0
10546806,2,12/25/2015 12:36:45 AM,12/25/2015 12:44:48 AM,N,1,-73.88519287109375,40.74754333496094,-73.86245727539062,40.749858856201165,1,1.16,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,1.0
5257695,2,07/12/2015 06:39:14 PM,07/12/2015 06:51:07 PM,N,1,-73.93924713134764,40.80580520629882,-73.95390319824217,40.76604461669922,1,3.71,13.5,0.0,0.5,0.0,0.0,,0.3,14.3,2,1.0
10291519,1,04/07/2015 11:18:59 PM,04/07/2015 11:22:08 PM,N,1,-73.9268798828125,40.696022033691406,-73.91390228271484,40.70111846923828,1,0.9,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1.0
455873,2,02/14/2015 06:32:23 PM,02/14/2015 06:45:17 PM,N,1,-73.88567352294923,40.74430084228516,-73.90548706054686,40.75661087036133,1,1.42,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,2,1.0
9635020,1,01/10/2015 05:42:23 PM,01/10/2015 05:52:49 PM,N,1,-73.96183013916014,40.80569076538086,-73.94419860839844,40.82307434082031,2,1.8,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,2,1.0
7604319,2,09/22/2015 05:19:13 PM,09/22/2015 05:33:00 PM,N,1,-73.9871368408203,40.69113159179688,-74.00604248046875,40.674022674560554,1,2.24,11.0,1.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
7610559,2,01/22/2015 03:05:05 AM,01/22/2015 03:11:42 AM,N,1,-73.96638488769531,40.80487823486328,-73.94515228271484,40.8209342956543,1,2.03,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,1,1.0
4535276,2,01/20/2015 06:42:47 AM,01/20/2015 06:59:31 AM,N,1,-73.98946380615233,40.65915298461913,-73.99358367919923,40.595340728759766,1,5.44,18.0,0.0,0.5,3.6,0.0,,0.3,22.4,1,1.0
18067227,2,05/06/2015 09:16:31 AM,05/06/2015 09:25:30 AM,N,1,-73.92948150634764,40.85544967651367,-73.94474792480467,40.82411193847656,1,2.67,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,2,1.0
2972294,1,09/06/2015 04:31:57 PM,09/06/2015 04:35:52 PM,N,1,-73.96121978759764,40.8019905090332,-73.97737884521484,40.786163330078125,1,1.6,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2,1.0
2865341,1,05/18/2015 11:38:16 AM,05/18/2015 11:39:46 AM,Y,1,-73.94762420654298,40.81511306762695,-73.95093536376953,40.81178283691406,1,0.3,3.5,0.0,0.5,2.0,0.0,,0.3,6.3,1,1.0
1969832,2,04/06/2015 10:42:21 AM,04/06/2015 10:46:58 AM,N,1,-73.8484649658203,40.85665512084961,-73.84590148925781,40.84414291381836,1,1.1,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
15560978,2,05/30/2015 10:14:18 PM,05/30/2015 10:42:18 PM,N,1,-73.99280548095702,40.683292388916016,-73.99192810058595,40.74395751953125,1,6.95,25.5,0.5,0.5,5.36,0.0,,0.3,32.16,1,1.0
12365015,1,10/29/2015 08:34:31 AM,10/29/2015 08:34:31 AM,N,1,-73.77887725830078,40.66820526123047,0.0,0.0,1,0.0,15.0,0.0,0.5,0.0,0.0,,0.3,15.8,2,1.0
5321050,2,01/03/2015 12:49:18 PM,01/03/2015 01:03:16 PM,N,1,-73.9397964477539,40.75009536743164,-73.97299194335938,40.7646484375,1,3.03,12.5,0.0,0.5,2.5,0.0,,0.3,15.8,1,1.0
16508484,2,03/23/2015 08:05:52 AM,03/23/2015 08:13:31 AM,N,1,-73.93613433837889,40.7994384765625,-73.9406967163086,40.80845642089844,1,1.06,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2,1.0
15858718,2,10/31/2015 10:40:33 PM,10/31/2015 10:45:32 PM,N,1,-73.9197998046875,40.75796127319336,-73.91302490234375,40.76631546020508,1,0.68,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1.0
13454602,2,06/11/2015 02:16:36 PM,06/11/2015 02:21:23 PM,N,1,-73.95301818847656,40.81098175048828,-73.95206451416014,40.8139762878418,1,0.38,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
16726611,2,09/16/2015 07:48:28 PM,09/16/2015 08:04:27 PM,N,1,-73.91963958740233,40.7661018371582,-73.81056976318358,40.71567153930664,1,8.57,24.5,1.0,0.5,0.0,0.0,,0.3,26.3,2,1.0
12928729,2,03/29/2015 05:13:04 PM,03/29/2015 05:30:05 PM,N,1,-73.9744873046875,40.6854248046875,-73.94140625,40.69916534423828,1,2.72,13.0,0.0,0.5,0.0,0.0,,0.3,13.8,2,1.0
303424,2,02/28/2015 12:13:28 PM,02/28/2015 12:16:03 PM,N,1,-73.94622039794923,40.806838989257805,-73.95145416259764,40.805339813232415,5,0.42,4.0,0.0,0.5,0.96,0.0,,0.3,5.76,1,1.0
13783603,2,10/13/2015 04:51:07 PM,10/13/2015 05:01:05 PM,N,1,-73.961669921875,40.811328887939446,-73.97853088378906,40.786029815673835,1,2.0,9.5,1.0,0.5,4.0,0.0,,0.3,15.3,1,1.0
17885100,2,05/06/2015 09:43:59 AM,05/06/2015 10:01:03 AM,N,1,-73.93819427490233,40.79647445678711,-73.89923858642578,40.82063674926758,1,3.33,14.5,0.0,0.5,0.0,0.0,,0.3,15.3,2,1.0
8977805,2,10/13/2015 11:21:28 AM,10/13/2015 11:26:16 AM,N,1,-73.98088073730467,40.6717185974121,-73.97586822509764,40.679481506347656,1,0.53,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
2440074,2,03/16/2015 09:07:28 PM,03/16/2015 09:13:27 PM,N,1,-73.88575744628906,40.74748229980469,-73.88224792480467,40.75911331176758,1,1.17,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,2,1.0
15808004,1,05/22/2015 03:33:56 AM,05/22/2015 03:45:51 AM,N,1,-73.95824432373048,40.72167205810546,-73.94293212890625,40.686431884765625,2,3.6,12.5,0.5,0.5,2.75,0.0,,0.3,16.55,1,1.0
17423199,2,11/30/2015 11:23:07 AM,11/30/2015 11:37:57 AM,N,1,-73.9090118408203,40.77039337158203,-73.91006469726561,40.76959609985352,1,1.86,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,2,1.0
598810,1,02/22/2015 04:44:22 PM,02/22/2015 05:03:53 PM,N,1,-73.86909484863281,40.73454284667969,-73.91989135742188,40.77434539794922,1,4.7,19.0,0.0,0.5,0.0,0.0,,0.3,19.8,2,1.0
7451519,2,03/10/2015 06:28:31 PM,03/10/2015 06:41:49 PM,N,5,-73.83209228515625,40.675411224365234,-73.7831802368164,40.6757926940918,1,3.15,15.0,0.0,0.0,0.0,0.0,,0.0,15.0,2,2.0
1318911,2,02/13/2015 08:25:40 PM,02/13/2015 08:32:40 PM,N,1,-73.94574737548828,40.80797576904297,-73.95188140869139,40.82433319091797,1,1.57,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,1.0
1124701,1,01/04/2015 04:04:38 AM,01/04/2015 04:11:28 AM,N,1,-73.95792388916014,40.721843719482415,-73.93597412109375,40.71449279785156,3,1.5,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,1.0
124368,2,01/23/2015 04:11:42 PM,01/23/2015 04:35:11 PM,N,1,-73.98672485351561,40.70220947265625,-73.9677734375,40.75851821899414,1,6.71,23.0,1.0,0.5,3.0,0.0,,0.0,27.5,1,1.0
1467231,2,02/13/2015 08:51:42 PM,02/13/2015 09:07:45 PM,N,1,-73.90005493164062,40.74120330810546,-73.85855865478516,40.754127502441406,1,5.84,19.0,0.5,0.5,0.0,0.0,,0.3,20.3,2,1.0
18544263,2,06/16/2015 07:53:00 AM,06/16/2015 07:59:02 AM,N,1,-73.955322265625,40.82008361816406,-73.9569091796875,40.8067741394043,1,0.95,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
10251620,2,09/22/2015 04:25:29 PM,09/22/2015 04:51:37 PM,N,1,-73.91212463378906,40.77522277832031,-73.94609832763672,40.75032806396485,1,3.77,19.0,1.0,0.5,2.0,0.0,,0.3,22.8,1,1.0
17407590,2,07/13/2015 12:23:24 AM,07/13/2015 12:30:39 AM,N,1,-73.97834014892578,40.68421173095703,-73.99519348144531,40.68395614624024,1,1.26,7.5,0.5,0.5,1.76,0.0,,0.3,10.56,1,1.0
2134198,2,12/10/2015 08:10:54 AM,12/10/2015 08:36:49 AM,N,1,-73.95379638671875,40.78758239746094,-73.92499542236328,40.762638092041016,1,5.47,22.0,0.0,0.5,7.08,5.54,,0.3,35.42,1,1.0
17447868,2,06/03/2015 11:23:43 AM,06/03/2015 11:30:55 AM,N,1,-73.95256042480467,40.803199768066406,-73.96787261962889,40.80270767211913,1,1.11,6.5,0.0,0.5,2.19,0.0,,0.3,9.49,1,1.0
9302477,2,03/07/2015 07:42:38 PM,03/07/2015 08:00:39 PM,N,1,-73.8915786743164,40.74671173095703,-73.92139434814453,40.73914337158203,1,2.58,13.0,0.0,0.5,0.0,0.0,,0.3,13.8,2,1.0
19007641,2,08/04/2015 08:41:30 AM,08/04/2015 08:54:01 AM,N,1,-73.92285919189453,40.70138549804688,-73.94015502929686,40.71212005615234,1,1.39,9.5,0.0,0.5,2.06,0.0,,0.3,12.36,1,1.0
2269962,2,05/11/2015 07:52:18 AM,05/11/2015 08:02:23 AM,N,5,-73.8678207397461,40.82078552246094,-73.89312744140625,40.821102142333984,3,1.68,8.0,0.0,0.0,0.0,0.0,,0.0,8.0,2,2.0
18993117,2,08/20/2015 06:55:44 PM,08/20/2015 07:00:50 PM,N,1,-73.86363983154298,40.73264694213867,-73.8648681640625,40.72626495361328,5,0.55,5.0,1.0,0.5,1.36,0.0,,0.3,8.16,1,1.0
3483323,2,04/18/2015 02:54:35 AM,04/18/2015 03:05:05 AM,N,1,-73.87454986572266,40.76277542114258,-73.87381744384764,40.734722137451165,1,4.63,14.5,0.5,0.5,0.0,0.0,,0.3,15.8,2,1.0
18209723,2,08/06/2015 06:29:40 PM,08/06/2015 06:41:12 PM,N,1,-73.95382690429686,40.8065185546875,-73.9418716430664,40.82957458496094,1,1.65,9.5,1.0,0.5,0.0,0.0,,0.3,11.3,2,1.0
1657357,2,02/27/2015 09:07:25 PM,02/27/2015 09:14:11 PM,N,1,-73.89860534667967,40.85161590576172,-73.88956451416014,40.83749771118164,1,1.56,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,1.0
14280172,2,06/16/2015 01:25:17 AM,06/16/2015 01:27:15 AM,N,1,-73.91777038574217,40.77002334594727,-73.90305328369139,40.7643928527832,1,0.39,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0
12772072,2,11/14/2015 10:50:56 PM,11/14/2015 11:05:49 PM,N,1,-73.9794692993164,40.67781066894531,-74.00636291503906,40.6363410949707,1,5.17,17.5,0.5,0.5,3.76,0.0,,0.3,22.56,1,1.0
4044141,2,06/17/2015 08:38:53 AM,06/17/2015 09:25:03 AM,N,1,-73.92205047607422,40.8674201965332,-73.98255157470702,40.759315490722656,1,9.7,35.0,0.0,0.5,0.0,0.0,,0.3,35.8,2,1.0
11378750,1,12/17/2015 10:09:29 PM,12/17/2015 10:17:33 PM,N,1,-73.92234802246092,40.70622634887695,-73.91117095947266,40.6945915222168,1,1.8,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2,1.0
2588220,2,12/20/2015 06:16:31 PM,12/20/2015 06:25:04 PM,N,1,-73.97853088378906,40.684268951416016,-73.9612579345703,40.67798614501953,1,1.58,8.0,0.0,0.5,1.5,0.0,,0.3,10.3,1,1.0
16573562,2,07/19/2015 07:19:23 AM,07/19/2015 07:44:18 AM,N,1,-73.98576354980467,40.67385482788086,-73.8730926513672,40.77434158325195,6,11.53,34.5,0.0,0.5,6.0,0.0,,0.3,41.3,1,1.0
14496324,2,03/04/2015 10:59:53 PM,03/04/2015 11:04:13 PM,N,1,-73.91203308105469,40.77522659301758,-73.92122650146483,40.76715850830078,1,0.74,5.0,0.5,0.5,0.08,0.0,,0.3,6.38,1,1.0
6090818,2,04/24/2015 09:52:47 AM,04/24/2015 10:34:21 AM,N,1,-73.95623779296875,40.641216278076165,-73.96057891845702,40.756683349609375,1,12.27,41.0,0.0,0.5,14.96,8.08,,0.3,64.84,1,1.0
5856219,2,08/27/2015 07:47:24 PM,08/27/2015 08:10:42 PM,N,1,-73.94696807861328,40.8314323425293,-73.94490051269531,40.83069610595703,1,3.01,16.5,1.0,0.5,3.66,0.0,,0.3,21.96,1,1.0
9479048,2,03/07/2015 08:14:44 PM,03/07/2015 08:26:05 PM,N,1,-73.93911743164062,40.80507659912109,-73.95361328125,40.81779861450195,1,1.4,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,2,1.0
2569159,2,07/15/2015 02:34:16 PM,07/15/2015 02:43:05 PM,N,1,-73.93962860107422,40.805206298828125,-73.95332336425781,40.79130172729492,2,1.35,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2,1.0
9930831,2,06/21/2015 06:16:13 AM,06/21/2015 06:29:27 AM,N,1,-73.95755767822266,40.72232818603516,-73.93311309814453,40.69772338867188,1,3.11,12.0,0.0,0.5,3.84,0.0,,0.3,16.64,1,1.0
18581799,2,10/20/2015 06:02:24 PM,10/20/2015 06:13:48 PM,N,1,-73.94216918945312,40.7541618347168,-73.91232299804686,40.7537841796875,1,1.82,9.0,1.0,0.5,0.0,0.0,,0.3,10.8,1,1.0
6242134,2,04/10/2015 08:42:45 AM,04/10/2015 08:50:54 AM,N,1,-73.97025299072266,40.6956443786621,-73.98429107666014,40.693218231201165,6,1.03,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1,1.0
7675188,2,10/24/2015 07:54:54 PM,10/24/2015 08:06:36 PM,N,1,-73.98548126220702,40.67820358276367,-73.98463439941406,40.65967559814453,1,1.83,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,1,1.0
7607274,2,09/15/2015 09:17:04 PM,09/15/2015 09:24:28 PM,N,1,-73.92129516601561,40.756885528564446,-73.90290832519531,40.74729919433594,2,1.98,8.5,0.5,0.5,1.96,0.0,,0.3,11.76,1,1.0
420665,1,02/04/2015 06:16:02 PM,02/04/2015 06:31:41 PM,N,1,-73.98856353759764,40.69355010986328,0.0,0.0,1,3.5,13.5,1.0,0.5,3.05,0.0,,0.3,18.35,1,1.0
15593925,2,10/21/2015 10:59:55 AM,10/21/2015 11:02:26 AM,N,1,-73.94947052001953,40.802444458007805,-73.94886016845702,40.80605316162109,1,0.32,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,2,1.0
14116179,1,05/03/2015 12:51:22 PM,05/03/2015 01:27:50 PM,N,1,-73.9346160888672,40.71348571777344,-73.97367095947266,40.696334838867195,2,0.0,20.5,0.0,0.5,2.0,0.0,,0.3,23.3,1,1.0
4761448,2,07/01/2015 04:46:04 PM,07/01/2015 05:21:30 PM,N,1,-73.94291687011719,40.753433227539055,-74.01494598388672,40.71127700805664,1,8.93,31.0,1.0,0.5,0.0,0.0,,0.3,32.8,2,1.0
13186446,2,07/30/2015 11:03:25 AM,07/30/2015 11:16:31 AM,N,1,-73.87423706054686,40.734901428222656,-73.89289093017578,40.75092697143555,1,2.22,11.0,0.0,0.5,2.36,0.0,,0.3,14.16,1,1.0
14463531,2,11/22/2015 03:02:16 PM,11/22/2015 03:12:00 PM,N,1,-73.99834442138672,40.660053253173835,-73.9970703125,40.67942810058594,1,2.2,9.5,0.0,0.5,1.0,0.0,,0.3,11.3,1,1.0
8623333,2,01/17/2015 06:16:08 PM,01/17/2015 06:30:41 PM,N,1,-73.90338897705078,40.7453727722168,-73.87786102294923,40.756107330322266,5,1.87,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,2,1.0
14247302,2,03/25/2015 03:45:30 PM,03/25/2015 04:30:28 PM,N,1,-73.93846130371094,40.7918815612793,-73.93769073486328,40.79295349121094,1,3.89,28.0,0.0,0.5,0.0,0.0,,0.3,28.8,2,1.0
6707393,2,04/27/2015 11:51:41 AM,04/27/2015 12:05:15 PM,N,1,-73.8876953125,40.87247085571289,-73.91104125976561,40.843143463134766,1,2.54,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,1,1.0
348784,2,02/12/2015 08:24:39 PM,02/12/2015 08:27:19 PM,N,1,-73.91146087646483,40.775703430175774,-73.91259002685547,40.78034591674805,5,0.51,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,1,1.0
19162650,2,12/26/2015 06:23:38 PM,12/26/2015 06:35:00 PM,N,1,-73.94901275634764,40.809280395507805,-73.93587493896483,40.81526184082031,1,1.06,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,2,1.0
7346767,2,07/29/2015 09:11:31 PM,07/29/2015 10:02:09 PM,N,1,-73.95169067382812,40.73028564453125,-73.95780944824217,40.63985061645508,1,16.29,52.0,0.5,0.5,0.0,0.0,,0.3,53.3,2,1.0
18786973,2,10/20/2015 04:58:19 PM,10/20/2015 05:02:31 PM,N,1,-73.94038391113281,40.81456756591797,-73.94248962402342,40.82193374633789,1,0.71,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
7340683,2,01/25/2015 04:27:51 PM,01/25/2015 04:31:20 PM,N,1,-73.92033386230467,40.75722885131836,-73.92570495605469,40.746192932128906,1,0.83,5.0,0.0,0.5,0.0,0.0,,0.0,5.5,2,1.0
16916774,2,09/03/2015 11:47:07 PM,09/03/2015 11:55:11 PM,N,1,-73.95207214355469,40.80919647216797,-73.97471618652342,40.787559509277344,1,1.99,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0
9551904,1,07/29/2015 10:32:57 PM,07/29/2015 10:40:17 PM,N,1,-73.8910140991211,40.74681854248047,-73.8938217163086,40.75982284545898,1,1.0,6.5,0.5,0.5,2.0,0.0,,0.3,9.8,1,1.0
12996238,2,04/22/2015 02:54:50 PM,04/22/2015 03:02:08 PM,N,1,-73.86296844482422,40.749942779541016,-73.86114501953125,40.73760986328125,1,0.94,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,2,1.0
11630396,2,10/28/2015 08:28:15 AM,10/28/2015 08:33:42 AM,N,1,-73.89940643310547,40.65906524658203,-73.91492462158203,40.65612030029297,1,0.94,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
4526586,2,12/29/2015 10:07:26 PM,12/29/2015 10:13:20 PM,N,1,-73.95113372802734,40.72394180297852,-73.95186614990233,40.714881896972656,1,0.72,5.5,0.5,0.5,1.7,0.0,,0.3,8.5,1,1.0
12799663,1,10/31/2015 04:53:06 PM,10/31/2015 05:16:19 PM,N,1,-73.99187469482422,40.69088363647461,-73.96356964111328,40.682735443115234,1,1.9,15.0,0.0,0.5,0.0,0.0,,0.3,15.8,2,1.0
16051988,2,12/14/2015 05:18:43 PM,12/14/2015 05:28:10 PM,N,1,-73.95642852783203,40.67410659790039,-73.93844604492188,40.68309020996094,1,1.49,8.0,1.0,0.5,1.2,0.0,,0.3,11.0,1,1.0
12720227,1,12/18/2015 06:38:09 PM,12/18/2015 07:08:52 PM,N,1,-73.9119873046875,40.72361755371094,-73.99552917480467,40.682231903076165,1,7.5,25.5,1.0,0.5,6.8,0.0,,0.3,34.1,1,1.0
6193169,1,06/03/2015 11:21:20 PM,06/03/2015 11:23:26 PM,N,1,-73.95902252197266,40.71663284301758,-73.96072387695312,40.71279525756836,1,0.4,3.5,0.5,0.5,0.95,0.0,,0.3,5.75,1,1.0
13660445,2,03/15/2015 08:29:54 PM,03/15/2015 08:35:23 PM,N,1,-73.91815185546875,40.81628036499024,-73.94157409667967,40.81844329833984,1,1.44,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0
4150636,2,06/21/2015 05:37:04 PM,06/21/2015 06:02:00 PM,N,1,-73.94929504394531,40.8023567199707,-73.94216918945312,40.80104064941406,1,1.34,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
8711920,2,12/06/2015 03:10:25 AM,12/06/2015 03:26:48 AM,N,1,-73.83039093017578,40.75945281982422,-73.79100036621094,40.77826690673828,1,5.02,16.5,0.5,0.5,4.45,0.0,,0.3,22.25,1,1.0
6916133,2,10/03/2015 08:16:05 AM,10/03/2015 08:18:35 AM,N,1,-73.93367004394531,40.76303863525391,-73.92584228515625,40.76707077026367,2,0.72,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
3052355,2,05/04/2015 09:12:08 PM,05/04/2015 09:22:18 PM,N,1,-73.88941955566406,40.73929977416992,-73.87672424316406,40.75446319580078,1,1.75,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,2,1.0
7316064,2,05/29/2015 12:54:02 PM,05/29/2015 01:16:39 PM,N,1,-73.94248199462889,40.84066009521485,-73.86537170410156,40.77072143554688,1,11.71,33.5,0.0,0.5,7.97,5.54,,0.3,47.81,1,1.0
3792014,2,04/17/2015 03:38:43 PM,04/17/2015 04:07:42 PM,N,1,-73.8964614868164,40.67584609985352,-73.87086486816406,40.773868560791016,1,11.05,32.5,0.0,0.5,9.99,0.0,,0.3,43.29,1,1.0
11854681,1,05/02/2015 09:37:39 PM,05/02/2015 09:43:22 PM,N,1,-73.97798156738281,40.68471908569336,-73.96337127685547,40.68618774414063,1,1.3,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,2,1.0
15368286,2,03/16/2015 11:34:59 PM,03/16/2015 11:52:37 PM,N,1,-73.94477081298828,40.81890487670898,-73.95549774169923,40.80456161499024,1,3.52,15.5,0.5,0.5,1.2,0.0,,0.3,18.0,1,1.0
16365555,2,06/15/2015 04:58:56 PM,06/15/2015 05:05:46 PM,N,1,-73.93653869628906,40.82025146484375,-73.94678497314453,40.81955337524414,1,0.9,6.0,1.0,0.5,0.0,0.0,,0.3,7.8,2,1.0
3759913,2,01/31/2015 06:47:31 AM,01/31/2015 07:18:08 AM,N,5,-73.83123016357422,40.70149230957031,-73.87181091308594,40.77193832397461,1,8.03,11.0,0.0,0.0,0.0,0.0,,0.0,11.0,2,2.0
6777304,2,10/09/2015 09:53:25 PM,10/09/2015 09:58:56 PM,N,1,-73.94489288330078,40.81390380859375,-73.95671844482422,40.80501174926758,1,1.03,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,2,1.0
14105063,2,09/05/2015 11:34:31 AM,09/05/2015 11:39:36 AM,N,1,-73.9203109741211,40.76643371582031,-73.92559814453125,40.772560119628906,1,0.68,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
9968028,2,04/12/2015 10:54:14 AM,04/12/2015 11:19:23 AM,N,1,-73.98914337158203,40.69352722167969,-73.994384765625,40.75015640258789,1,6.65,24.0,0.0,0.5,0.0,0.0,,0.3,24.8,1,1.0
4307035,2,06/09/2015 09:12:13 AM,06/09/2015 09:26:51 AM,N,1,-73.85082244873048,40.83055877685546,-73.86796569824217,40.82314682006836,1,1.36,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,2,1.0
6743566,2,03/19/2015 03:52:51 AM,03/19/2015 03:56:03 AM,N,1,-73.95127868652342,40.79098510742188,-73.94078063964844,40.79329681396485,1,0.71,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0
11899792,1,09/26/2015 11:43:17 AM,09/26/2015 11:48:13 AM,N,1,-73.94161987304686,40.78752136230469,-73.94429016113281,40.780567169189446,1,0.8,5.5,0.0,0.5,1.0,0.0,,0.3,7.3,1,1.0
1477516,2,02/16/2015 12:58:25 AM,02/16/2015 01:00:34 AM,N,1,-73.9559555053711,40.719482421875,-73.95668029785155,40.72683334350586,1,0.63,4.0,0.5,0.5,1.06,0.0,,0.3,6.36,1,1.0
5990193,2,11/02/2015 10:54:03 AM,11/02/2015 11:16:16 AM,N,1,-73.980224609375,40.67679977416992,-73.95978546142578,40.709087371826165,1,4.06,17.0,0.0,0.5,3.56,0.0,,0.3,21.36,1,1.0
