,vendorid,pickup_datetime,dropoff_datetime,Store_and_fwd_flag,rate_code,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Improvement_surcharge,Total_amount,Payment_type,Trip_type
11413820,2,08/05/2015 09:08:29 AM,08/05/2015 09:27:23 AM,N,1,-73.96673583984375,40.804393768310554,-73.98388671875,40.760013580322266,1,3.65,15.5,0.0,0.5,3.26,0.0,,0.3,19.56,1,1.0
11735787,2,04/29/2015 12:43:30 PM,04/29/2015 12:59:17 PM,N,1,-73.95138549804686,40.790775299072266,-73.93927764892578,40.7989616394043,1,0.82,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
16328192,2,04/01/2015 05:44:01 PM,04/01/2015 05:51:24 PM,N,1,-73.9232177734375,40.816986083984375,-73.90845489501953,40.82540512084961,1,1.28,7.0,1.0,0.5,0.0,0.0,,0.3,8.8,2,1.0
5789965,2,04/06/2015 07:13:08 PM,04/06/2015 07:20:43 PM,N,1,-73.91234588623048,40.744186401367195,-73.8981170654297,40.75796127319336,3,1.46,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,2,1.0
635665,1,02/27/2015 05:41:21 PM,02/27/2015 05:50:06 PM,N,1,-73.91381072998048,40.753616333007805,-73.94085693359375,40.75579452514648,1,1.6,8.0,1.0,0.5,0.0,0.0,,0.3,9.8,2,1.0
17777441,2,03/28/2015 09:31:20 AM,03/28/2015 09:44:16 AM,N,1,-73.89250946044923,40.74723052978516,-73.8656997680664,40.736366271972656,1,2.53,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
9244373,2,08/05/2015 06:57:38 PM,08/05/2015 07:13:44 PM,N,1,-73.9485092163086,40.691791534423835,-73.92276000976561,40.6701774597168,1,2.84,12.5,1.0,0.5,0.0,0.0,,0.3,14.3,2,1.0
3990749,2,06/23/2015 04:14:23 PM,06/23/2015 04:28:16 PM,N,1,-73.96555328369139,40.80553817749024,-73.93772888183594,40.83816146850586,1,2.95,12.0,1.0,0.5,1.2,0.0,,0.3,15.0,1,1.0
18564475,2,08/07/2015 08:50:43 PM,08/07/2015 08:58:45 PM,N,1,-73.97818756103516,40.68482208251953,-73.95114135742188,40.67619323730469,1,1.8,8.5,0.5,0.5,1.96,0.0,,0.3,11.76,1,1.0
11018156,1,11/07/2015 06:14:23 AM,11/07/2015 06:25:55 AM,N,1,-73.9342498779297,40.76274871826172,-73.97468566894531,40.753177642822266,1,3.9,13.0,0.0,0.5,2.75,0.0,,0.3,16.55,1,1.0
542794,1,02/03/2015 03:28:37 PM,02/03/2015 03:39:49 PM,N,1,-73.99200439453125,40.688114166259766,-73.96465301513672,40.687442779541016,1,1.6,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,2,1.0
8761912,1,07/03/2015 04:31:41 PM,07/03/2015 04:35:57 PM,N,1,-73.95796203613281,40.72193908691406,-73.96509552001953,40.71459579467773,1,0.6,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
605640,2,02/20/2015 02:08:59 AM,02/20/2015 02:12:36 AM,N,1,-73.93724060058594,40.80427551269531,-73.93626403808595,40.7990837097168,1,0.45,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0
2988922,2,04/12/2015 04:42:45 AM,04/12/2015 04:49:13 AM,N,1,-73.93650817871094,40.80569076538086,-73.94522857666014,40.81676483154297,1,1.41,7.0,0.5,0.5,2.08,0.0,,0.3,10.38,1,1.0
12097400,2,07/14/2015 10:41:34 PM,07/14/2015 10:58:41 PM,N,1,-73.95167541503906,40.78623962402344,-73.90695190429686,40.848724365234375,1,5.52,18.5,0.5,0.5,0.0,0.0,,0.3,19.8,2,1.0
3224971,2,10/31/2015 08:06:33 PM,10/31/2015 08:23:59 PM,N,1,-73.95211791992188,40.789852142333984,-73.9793930053711,40.749908447265625,1,3.63,15.0,0.5,0.5,2.5,0.0,,0.3,18.8,1,1.0
15044380,2,09/29/2015 06:29:34 PM,09/29/2015 06:52:05 PM,N,1,-73.96699523925781,40.68353271484375,-73.99398040771484,40.73239135742188,1,4.32,19.0,1.0,0.5,4.16,0.0,,0.3,24.96,1,1.0
6570991,1,07/06/2015 03:39:05 PM,07/06/2015 03:48:26 PM,N,1,-73.96489715576173,40.806907653808594,-73.96184539794923,40.780567169189446,1,2.4,9.5,0.0,0.5,2.05,0.0,,0.3,12.35,1,1.0
1148133,2,02/22/2015 11:03:49 AM,02/22/2015 11:14:51 AM,N,1,-73.90325927734375,40.86534881591797,-73.8871841430664,40.85102081298828,5,2.12,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,2,1.0
13338309,1,04/24/2015 10:18:01 PM,04/24/2015 10:34:40 PM,N,1,-73.9775161743164,40.6898307800293,-73.95687103271484,40.65742874145508,1,2.9,13.5,0.5,0.5,2.95,0.0,,0.3,17.75,1,1.0
17360825,2,12/18/2015 09:16:48 PM,12/18/2015 09:29:30 PM,N,1,-73.81841278076173,40.71223068237305,-73.8717269897461,40.75708770751953,1,5.65,17.5,0.5,0.5,2.0,0.0,,0.3,20.8,1,1.0
16715109,2,10/22/2015 07:14:36 AM,10/22/2015 07:22:00 AM,N,1,-73.94579315185547,40.74585723876953,-73.93986511230467,40.759475708007805,1,1.25,7.0,0.0,0.5,1.56,0.0,,0.3,9.36,1,1.0
8903475,2,09/03/2015 12:54:31 AM,09/03/2015 01:26:34 AM,N,1,-73.94300842285155,40.83655548095703,-73.91036987304686,40.676433563232415,1,19.75,53.0,0.5,0.5,0.0,5.54,,0.3,59.84,2,1.0
2406549,2,11/29/2015 10:49:55 AM,11/29/2015 11:05:21 AM,N,1,-73.99163055419923,40.69585800170898,-73.98297882080078,40.73877334594727,1,5.51,19.0,0.0,0.5,4.95,0.0,,0.3,24.75,1,1.0
1730060,2,02/01/2015 08:41:54 AM,02/01/2015 09:01:36 AM,N,1,-73.96674346923827,40.80436706542969,-73.9962387084961,40.732471466064446,1,6.56,21.5,0.0,0.5,2.7,0.0,,0.3,25.0,1,1.0
12384501,2,07/18/2015 07:21:13 PM,07/18/2015 07:38:10 PM,N,1,-73.85037994384764,40.71035385131836,-73.8832015991211,40.75585174560546,1,6.79,21.5,0.0,0.5,0.0,0.0,,0.3,22.3,2,1.0
6016678,2,10/09/2015 08:48:37 AM,10/09/2015 08:50:58 AM,N,1,-73.95922088623048,40.8095703125,-73.9647445678711,40.80572128295898,1,0.47,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2,1.0
12527826,2,11/18/2015 01:14:56 AM,11/18/2015 01:21:32 AM,N,1,-73.96101379394531,40.80693054199219,-73.97635650634764,40.788368225097656,1,1.74,8.0,0.5,0.5,1.86,0.0,,0.3,11.16,1,1.0
8343007,2,01/15/2015 04:32:47 PM,01/15/2015 05:19:17 PM,N,1,-73.96488952636719,40.68368911743164,-73.98003387451173,40.770694732666016,1,1.81,27.0,1.0,0.5,7.0,0.0,,0.3,35.8,1,1.0
9596822,2,10/02/2015 09:06:21 AM,10/02/2015 09:32:21 AM,N,1,-73.9924545288086,40.69637298583984,-73.99361419677734,40.74160003662109,1,4.3,19.0,0.0,0.5,3.96,0.0,,0.3,23.76,1,1.0
699514,2,02/26/2015 07:29:06 PM,02/26/2015 07:40:15 PM,N,1,-73.94891357421875,40.80925750732422,-73.93851470947266,40.83711624145508,1,2.4,10.5,1.0,0.5,0.0,0.0,,0.3,12.3,1,1.0
3911283,2,01/24/2015 12:45:42 AM,01/24/2015 01:08:16 AM,N,1,-73.89088439941406,40.746463775634766,-73.84431457519531,40.68492126464844,1,5.58,20.0,0.5,0.5,0.0,0.0,,0.3,21.3,2,1.0
7979777,1,09/26/2015 08:09:40 AM,09/26/2015 08:43:07 AM,N,1,-73.96720886230467,40.683570861816406,-73.7900161743164,40.64698028564453,1,11.8,36.5,0.0,0.5,5.0,0.0,,0.3,42.3,1,1.0
12569218,2,06/23/2015 01:25:04 PM,06/23/2015 01:39:52 PM,N,1,-73.91377258300781,40.74239349365234,-73.88505554199219,40.748359680175774,5,2.24,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
5221728,2,07/09/2015 11:45:31 PM,07/09/2015 11:52:50 PM,N,1,-73.93332672119139,40.7054100036621,-73.91409301757811,40.7000732421875,2,1.48,7.0,0.5,0.5,1.66,0.0,,0.3,9.96,1,1.0
3011219,2,07/30/2015 08:36:47 PM,07/30/2015 08:47:09 PM,N,1,-73.95594787597656,40.717655181884766,-73.9670181274414,40.69353103637695,6,2.55,10.0,0.5,0.5,2.0,0.0,,0.3,13.3,1,1.0
11482891,2,12/13/2015 03:59:07 AM,12/13/2015 04:14:41 AM,N,1,-73.92469024658203,40.7618408203125,-73.96891784667967,40.70930480957031,2,8.87,25.0,0.5,0.5,0.0,0.0,,0.3,26.3,2,1.0
191407,2,02/18/2015 12:43:21 AM,02/18/2015 12:56:56 AM,N,1,-73.98930358886719,40.66973876953125,-74.00829315185547,40.64017105102539,1,3.03,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,2,1.0
12479960,2,06/27/2015 02:52:15 AM,06/27/2015 02:54:06 AM,N,1,-73.940185546875,40.78924560546875,-73.93708038330078,40.797630310058594,1,0.72,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0
2805352,2,03/12/2015 01:47:52 AM,03/12/2015 01:58:56 AM,N,1,-73.9569320678711,40.720947265625,-73.94954681396483,40.6805419921875,1,3.23,11.5,0.5,0.5,0.0,0.0,,0.3,12.8,2,1.0
5634987,1,06/23/2015 04:01:01 PM,06/23/2015 04:07:47 PM,N,1,-73.91886138916014,40.75894165039063,-73.91179656982422,40.74941253662109,1,1.2,6.5,1.0,0.5,0.0,0.0,,0.3,8.3,2,1.0
9843885,2,05/22/2015 07:11:09 PM,05/22/2015 07:17:50 PM,N,1,-73.9842071533203,40.66363143920898,-73.97422790527344,40.676223754882805,1,1.06,6.5,1.0,0.5,1.66,0.0,,0.3,9.96,1,1.0
2864492,2,01/16/2015 05:39:55 PM,01/16/2015 06:07:13 PM,N,1,-73.99736022949219,40.679420471191406,-73.95013427734375,40.73199844360352,4,7.02,23.0,1.0,0.5,0.0,0.0,,0.3,24.8,2,1.0
4112827,2,12/10/2015 09:28:22 PM,12/10/2015 09:32:25 PM,N,1,-73.82994079589844,40.713726043701165,-73.83486938476561,40.70720672607422,2,0.83,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2,1.0
16635317,1,06/09/2015 08:56:59 PM,06/09/2015 09:08:56 PM,N,1,-73.98042297363281,40.6886100769043,-73.93490600585938,40.6812858581543,1,3.0,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,2,1.0
17383195,2,07/03/2015 09:18:59 PM,07/03/2015 09:24:41 PM,N,1,-73.95252227783203,40.72669219970703,-73.95991516113281,40.7158317565918,1,1.06,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,2,1.0
3300442,1,05/07/2015 04:43:10 PM,05/07/2015 04:54:06 PM,N,1,-73.96773529052734,40.67745208740234,-73.99011993408203,40.672466278076165,2,1.7,8.5,1.0,0.5,2.55,0.0,,0.3,12.85,1,1.0
15201252,2,06/04/2015 04:34:11 PM,06/04/2015 04:37:55 PM,N,1,-73.84427642822266,40.72132873535156,-73.83560180664062,40.71735000610352,1,0.51,4.5,1.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
16950597,2,11/16/2015 07:19:40 PM,11/16/2015 07:36:09 PM,N,1,-73.93968200683594,40.79776382446289,-73.94561767578125,40.824382781982415,1,2.68,12.5,1.0,0.5,0.0,0.0,,0.3,14.3,2,1.0
8694373,2,04/24/2015 04:16:42 PM,04/24/2015 04:24:55 PM,N,1,-73.93110656738281,40.67940902709961,-73.91358947753906,40.67775344848633,1,1.11,7.0,1.0,0.5,0.0,0.0,,0.3,8.8,2,1.0
16951771,2,10/15/2015 02:10:24 AM,10/15/2015 02:12:52 AM,N,1,-73.93777465820312,40.817832946777344,-73.94508361816406,40.81356430053711,1,0.61,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2,1.0
8263149,2,03/11/2015 09:15:56 AM,03/11/2015 09:22:18 AM,N,1,-73.91924285888672,40.758575439453125,-73.92266082763672,40.75537872314453,2,0.95,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
10583774,2,04/13/2015 03:52:30 PM,04/13/2015 03:55:20 PM,N,1,-73.87705993652342,40.84008026123047,-73.88505554199219,40.8425407409668,1,0.47,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1,1.0
13692974,2,06/07/2015 10:11:39 PM,06/07/2015 10:20:14 PM,N,1,-73.95303344726561,40.727806091308594,-73.9467544555664,40.747188568115234,1,1.91,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,2,1.0
10316880,2,12/19/2015 07:15:14 PM,12/19/2015 07:19:06 PM,N,1,-73.9920425415039,40.69043731689453,-73.98826599121092,40.688232421875,1,0.29,4.5,0.0,0.5,2.0,0.0,,0.3,7.3,1,1.0
13075076,2,04/23/2015 10:48:08 PM,04/23/2015 10:51:10 PM,N,1,-73.82461547851561,40.732120513916016,-73.8238754272461,40.73074722290039,1,0.05,2.5,0.5,0.5,0.0,0.0,,0.3,3.8,2,1.0
13889545,1,04/23/2015 07:50:04 AM,04/23/2015 08:35:27 AM,N,1,-73.92166137695312,40.67835998535156,-73.86376190185547,40.73103713989258,1,8.5,34.0,0.0,0.5,0.0,0.0,,0.3,34.8,1,1.0
9420074,2,09/06/2015 05:41:46 PM,09/06/2015 05:44:38 PM,N,1,-73.97902679443358,40.6934928894043,-73.96577453613281,40.69351577758789,1,0.74,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
19112686,2,08/01/2015 02:20:25 PM,08/01/2015 02:41:21 PM,N,1,-73.90318298339844,40.745853424072266,-73.9297332763672,40.82643127441406,1,7.42,23.0,0.0,0.5,0.0,5.54,,0.3,29.34,2,1.0
1169432,1,02/12/2015 11:30:09 AM,02/12/2015 11:40:42 AM,N,1,-73.95417022705078,40.78718566894531,-73.9505386352539,40.7757682800293,1,0.5,8.0,0.0,0.5,0.8,0.0,,0.3,9.6,1,1.0
9507284,1,03/29/2015 02:59:32 PM,03/29/2015 03:16:04 PM,N,1,-73.9251708984375,40.82151412963867,-73.93121337890625,40.856948852539055,2,4.4,17.0,0.0,0.5,0.0,0.0,,0.3,17.8,2,1.0
12483974,2,12/08/2015 03:26:15 PM,12/08/2015 04:03:50 PM,N,5,-73.88455963134764,40.74750518798828,-73.7850570678711,40.64840698242188,2,11.96,35.0,0.0,0.0,0.0,0.0,,0.0,35.0,2,2.0
17076775,2,07/18/2015 02:42:13 PM,07/18/2015 02:53:22 PM,N,1,-73.94879150390625,40.80846786499024,-73.93962097167967,40.79016876220703,1,1.82,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,2,1.0
11896959,2,10/30/2015 08:25:29 AM,10/30/2015 08:43:49 AM,N,1,-73.93730926513672,40.804176330566406,-73.94245147705078,40.78627014160156,2,1.67,12.0,0.0,0.5,3.2,0.0,,0.3,16.0,1,1.0
1437438,2,02/02/2015 05:55:46 PM,02/02/2015 06:06:30 PM,N,1,-73.8919219970703,40.82345581054688,-73.88807678222656,40.83158493041992,2,1.53,8.5,1.0,0.5,0.0,0.0,,0.3,10.3,2,1.0
2035479,1,03/15/2015 02:26:38 PM,03/15/2015 02:28:59 PM,N,1,-73.88848876953125,40.74552917480469,-73.8963394165039,40.7462272644043,3,0.5,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,2,1.0
9701225,1,01/14/2015 07:45:52 AM,01/14/2015 07:58:03 AM,N,1,-73.98422241210938,40.69841384887695,-73.98558807373048,40.74077606201172,1,3.4,12.5,0.0,0.5,2.65,0.0,,0.3,15.95,1,1.0
669528,2,02/17/2015 07:16:12 PM,02/17/2015 07:21:32 PM,N,1,-73.93903350830078,40.81683349609375,-73.9382553100586,40.82636260986328,1,0.89,6.0,1.0,0.5,0.0,0.0,,0.3,7.8,2,1.0
2487469,1,01/31/2015 08:09:13 AM,01/31/2015 08:35:58 AM,N,1,-73.95600891113281,40.68484878540039,-73.98897552490233,40.7446403503418,1,5.9,22.5,0.0,0.5,4.0,0.0,,0.3,27.3,1,1.0
10806454,2,11/07/2015 04:11:50 PM,11/07/2015 04:30:40 PM,N,1,-73.9574966430664,40.71773147583008,-73.99275207519531,40.72344207763672,1,2.79,14.0,0.0,0.5,2.96,0.0,,0.3,17.76,1,1.0
3542706,1,01/19/2015 06:31:37 PM,01/19/2015 06:35:41 PM,N,1,-73.94046783447266,40.80315780639648,-73.94428253173827,40.807315826416016,1,0.5,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,2,1.0
803793,2,02/16/2015 03:03:57 PM,02/16/2015 03:14:40 PM,N,1,-73.94781494140625,40.74688720703125,-73.92274475097656,40.755462646484375,2,1.69,9.5,0.0,0.5,1.5,0.0,,0.3,11.8,1,1.0
3628289,1,11/10/2015 04:18:55 PM,11/10/2015 04:23:09 PM,N,1,-73.92162322998048,40.76709365844727,-73.92999267578125,40.77320861816406,1,0.7,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
8486992,1,05/02/2015 10:02:11 PM,05/02/2015 10:09:17 PM,N,1,-73.97843933105469,40.69620895385742,-73.94533538818358,40.72534942626953,1,3.5,12.0,0.5,0.5,2.65,0.0,,0.3,15.95,1,1.0
7302737,2,12/27/2015 03:06:50 PM,12/27/2015 03:10:14 PM,N,1,-73.93115234375,40.69454956054688,-73.93270111083984,40.68826675415039,2,0.67,4.5,0.0,0.5,10.0,0.0,,0.3,15.3,1,1.0
10997275,2,08/19/2015 10:02:51 PM,08/19/2015 10:33:56 PM,N,1,-73.93962097167967,40.66089630126953,-74.00588989257811,40.74031829833984,1,7.52,26.5,0.5,0.5,0.0,0.0,,0.3,27.8,1,1.0
82162,2,02/15/2015 02:47:02 PM,02/15/2015 02:47:54 PM,N,1,-73.94330596923827,40.810649871826165,-73.9453125,40.81272506713867,1,0.07,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,2,1.0
4145663,1,04/20/2015 11:47:16 AM,04/20/2015 12:07:07 PM,N,1,-73.99615478515625,40.68644332885742,-73.95842742919923,40.666629791259766,1,3.1,15.0,0.0,0.5,2.55,0.0,,0.3,18.35,1,1.0
557082,2,02/05/2015 07:39:37 PM,02/05/2015 07:43:52 PM,N,1,-73.96776580810547,40.68236541748047,-73.97293853759764,40.677616119384766,1,0.69,4.5,1.0,0.5,0.0,0.0,,0.3,6.3,2,1.0
9875656,1,07/24/2015 04:03:00 PM,07/24/2015 04:50:02 PM,N,1,-73.94444274902342,40.714637756347656,-73.78296661376953,40.64391326904297,1,12.1,42.5,1.0,0.5,8.85,0.0,,0.3,53.15,1,1.0
2317452,2,08/09/2015 10:02:32 PM,08/09/2015 10:15:23 PM,N,1,-73.84429168701173,40.72134399414063,-73.74776458740233,40.72140884399414,1,5.69,18.5,0.5,0.5,0.0,0.0,,0.3,19.8,2,1.0
282994,2,02/01/2015 09:07:12 PM,02/01/2015 09:10:51 PM,N,1,-73.920654296875,40.86207962036133,-73.92402648925781,40.86544036865234,1,0.4,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0
5194789,2,03/07/2015 12:36:39 AM,03/07/2015 12:40:48 AM,N,1,-73.8440933227539,40.72110366821289,-73.85001373291014,40.73518753051758,1,1.09,5.5,0.5,0.5,1.7,0.0,,0.3,8.5,1,1.0
2493311,2,05/31/2015 07:48:09 PM,05/31/2015 07:59:45 PM,N,1,-73.91490173339844,40.7728385925293,-73.90341949462889,40.74570083618164,1,2.91,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,2,1.0
13126352,2,10/06/2015 08:49:08 AM,10/06/2015 09:01:27 AM,N,1,-73.89231872558594,40.84602355957031,-73.89788818359375,40.860698699951165,1,1.48,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,2,1.0
4955440,2,01/18/2015 10:27:29 AM,01/18/2015 10:46:57 AM,N,1,-73.8426284790039,40.84024810791016,-73.9173812866211,40.816036224365234,1,6.53,21.0,0.0,0.5,0.0,0.0,,0.3,21.8,1,1.0
2463407,2,01/01/2015 04:15:01 AM,01/01/2015 04:18:45 AM,N,1,-73.95042419433594,40.72397232055664,-73.95698547363281,40.71532440185546,1,0.79,5.0,0.5,0.5,2.5,0.0,,0.0,8.5,1,1.0
17623922,2,05/04/2015 11:32:30 AM,05/04/2015 11:57:12 AM,N,1,-73.78628540039062,40.74069595336913,-73.8886489868164,40.74699401855469,1,7.66,25.5,0.0,0.5,0.0,0.0,,0.3,26.3,2,1.0
19016116,2,08/03/2015 03:38:14 PM,08/03/2015 03:40:24 PM,N,3,-73.80001831054686,40.70262145996094,-73.803955078125,40.70158386230469,2,0.19,20.5,0.0,0.0,0.0,0.0,,0.3,20.8,2,1.0
3529865,2,10/16/2015 10:54:54 PM,10/16/2015 11:01:53 PM,N,1,-73.93332672119139,40.7030143737793,-73.94813537597656,40.69782638549805,3,0.96,6.5,0.5,0.5,1.56,0.0,,0.3,9.36,1,1.0
659281,1,02/13/2015 09:42:41 AM,02/13/2015 10:31:35 AM,N,1,-73.98251342773438,40.67361831665039,-73.95901489257811,40.78360366821289,1,11.7,41.5,0.0,0.5,8.45,0.0,,0.3,50.75,1,1.0
15244559,2,03/31/2015 11:19:24 AM,03/31/2015 11:26:40 AM,N,1,-73.98311614990233,40.693580627441406,-73.99617004394531,40.695476531982415,1,0.96,6.5,0.0,0.5,1.4,0.0,,0.3,8.7,1,1.0
10220986,2,09/27/2015 09:32:32 AM,09/27/2015 09:58:29 AM,N,1,-73.94530487060547,40.807613372802734,-73.99211883544923,40.73815536499024,1,8.14,26.5,0.0,0.5,5.46,0.0,,0.3,32.76,1,1.0
6481828,2,05/26/2015 07:36:46 AM,05/26/2015 07:41:05 AM,N,1,-73.94096374511719,40.83969497680664,-73.93897247314453,40.84919357299805,5,0.78,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
2913028,2,12/05/2015 12:11:42 PM,12/05/2015 12:27:20 PM,N,1,-73.95848846435547,40.66788864135742,-73.98719787597656,40.690288543701165,1,2.64,13.0,0.0,0.5,0.0,0.0,,0.3,13.8,1,1.0
17327878,2,10/24/2015 03:34:30 AM,10/24/2015 03:39:41 AM,N,1,-73.9031524658203,40.74580764770508,-73.88485717773438,40.75175094604492,1,1.24,6.0,0.5,0.5,1.82,0.0,,0.3,9.12,1,1.0
11442647,2,03/06/2015 01:43:55 PM,03/06/2015 01:52:18 PM,N,1,-73.91773986816406,40.76999282836913,-73.86168670654298,40.768260955810554,1,3.46,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,2,1.0
542890,2,02/12/2015 10:47:19 AM,02/12/2015 10:56:07 AM,N,1,-73.92008972167967,40.830760955810554,-73.94176483154298,40.83956146240234,1,2.06,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,2,1.0
18928980,2,07/12/2015 06:44:06 PM,07/12/2015 06:51:41 PM,N,1,-73.93374633789062,40.85431289672852,-73.92110443115233,40.86136245727539,1,1.11,7.0,0.0,0.5,1.95,0.0,,0.3,9.75,1,1.0
7154363,2,09/01/2015 08:09:19 PM,09/01/2015 08:13:25 PM,N,1,-73.94432830810547,40.71451187133789,-73.93923950195312,40.723331451416016,1,0.77,5.0,0.5,0.5,1.58,0.0,,0.3,7.88,1,1.0
16953552,2,03/27/2015 10:16:14 PM,03/27/2015 10:37:37 PM,N,1,-73.96597290039062,40.80507659912109,-73.96723937988281,40.76056289672852,1,4.32,17.5,0.5,0.5,0.0,0.0,,0.3,18.8,2,1.0
1689937,1,02/12/2015 10:40:50 AM,02/12/2015 10:46:36 AM,N,1,-73.94564056396483,40.8035888671875,-73.93767547607422,40.80443954467773,1,0.6,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1,1.0
17767763,2,05/08/2015 07:24:28 PM,05/08/2015 07:36:11 PM,N,1,-73.86922454833984,40.74922561645508,-73.8556900024414,40.751407623291016,1,1.15,7.0,1.0,0.5,0.0,0.0,,0.3,8.8,2,1.0
5275222,2,04/09/2015 05:45:31 PM,04/09/2015 06:10:14 PM,N,1,-73.90768432617188,40.826133728027344,-73.9490737915039,40.78860855102539,6,3.53,17.5,1.0,0.5,0.0,0.0,,0.3,19.3,2,1.0
3166170,2,05/08/2015 12:41:57 AM,05/08/2015 12:47:44 AM,N,1,-73.9425277709961,40.837493896484375,-73.95420837402342,40.82162857055664,1,1.27,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0
5663401,2,11/30/2015 08:37:51 AM,11/30/2015 08:42:52 AM,N,1,-73.87715148925781,40.871429443359375,-73.89202117919923,40.86102294921875,1,1.14,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,2,1.0
7042308,2,11/29/2015 08:53:17 PM,11/29/2015 08:58:38 PM,N,1,-73.95660400390625,40.7188720703125,-73.95713806152342,40.73702239990234,1,0.0,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1,1.0
6531120,1,10/14/2015 10:16:40 PM,10/14/2015 10:35:49 PM,N,1,-73.99381256103516,40.70326614379882,-73.98433685302734,40.72175216674805,1,6.1,21.0,0.5,0.5,0.0,0.0,,0.3,22.3,2,1.0
11079523,1,01/25/2015 04:52:24 PM,01/25/2015 05:02:23 PM,N,1,-73.99559020996092,40.67868423461913,-73.9783477783203,40.68422317504882,1,1.4,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,2,1.0
5052843,2,05/15/2015 10:55:39 PM,05/15/2015 11:07:50 PM,N,1,-73.96392822265625,40.808204650878906,-73.94586944580078,40.83250427246094,1,2.02,10.5,0.5,0.5,2.36,0.0,,0.3,14.16,1,1.0
4394826,1,04/27/2015 05:49:43 PM,04/27/2015 06:06:10 PM,N,1,-73.84431457519531,40.72133255004882,-73.87189483642578,40.74250411987305,1,3.3,14.5,1.0,0.5,0.0,0.0,,0.3,16.3,2,1.0
14300828,1,11/22/2015 05:03:58 PM,11/22/2015 05:23:46 PM,N,1,-73.97734069824217,40.68433380126953,-73.92877197265625,40.702396392822266,1,4.0,16.5,0.0,0.5,0.0,0.0,,0.3,17.3,2,1.0
5762015,2,07/17/2015 03:35:09 PM,07/17/2015 03:44:07 PM,N,1,-73.93931579589844,40.80544662475586,-73.95623016357422,40.78152847290039,1,1.87,9.0,0.0,0.5,1.96,0.0,,0.3,11.76,1,1.0
1898846,1,06/24/2015 01:43:51 PM,06/24/2015 02:01:35 PM,N,1,-73.95600891113281,40.68123245239258,-73.99279022216798,40.69348907470703,1,2.6,13.5,0.0,0.5,0.0,0.0,,0.3,14.3,1,1.0
11298938,2,12/09/2015 03:17:18 PM,12/09/2015 03:33:57 PM,N,1,-73.95380401611328,40.78776550292969,-73.94756317138672,40.83094024658203,1,3.91,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,2,1.0
9481605,2,11/17/2015 02:06:43 PM,11/17/2015 02:26:36 PM,N,1,-73.96334075927734,40.80867767333984,-73.95423126220702,40.790016174316406,1,1.93,14.0,0.0,0.5,2.96,0.0,,0.3,17.76,1,1.0
27901,1,02/06/2015 12:24:42 PM,02/06/2015 12:28:28 PM,N,1,-73.94213104248048,40.67126083374024,-73.94680786132812,40.68004989624024,1,0.9,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,2,1.0
1071912,2,02/23/2015 07:37:39 PM,02/23/2015 07:57:16 PM,N,1,-73.92167663574217,40.766727447509766,-73.97752380371094,40.73278045654297,1,5.77,19.0,1.0,0.5,0.0,0.0,,0.3,20.8,2,1.0
